"Periodo","cvegeo","Entidad_federativa","Porcentaje_de_población_ocupada_con_hijos(as)_de_seis_años_o_menos_que_tiene_acceso_a_guarderías_como_prestación_laboral,_por_desglose_geográfico",
"2022",	00,"Estados Unidos Mexicanos","NA",
"2022",	01,"Aguascalientes","29.6483332669561 a/ ",
"2022",	02,"Baja California","30.9429755652317 a/ ",
"2022",	03,"Baja California Sur","33.2724193260831 a/ ",
"2022",	04,"Campeche","15.6107099879663 a/ ",
"2022",	05,"Coahuila de Zaragoza","29.2807126923091 a/ ",
"2022",	06,"Colima","33.3689176624539 a/ ",
"2022",	07,"Chiapas","7.04895956468197 b/ ",
"2022",	08,"Chihuahua","31.1509746992949 a/ ",
"2022",	09,"Ciudad de México","27.7670166277429 a/ ",
"2022",	10,"Durango","19.532753417362 a/ ",
"2022",	11,"Guanajuato","18.4650679159805 a/ ",
"2022",	12,"Guerrero","10.3551235081638 a/ ",
"2022",	13,"Hidalgo","12.3410059515101 a/ ",
"2022",	14,"Jalisco","15.5055684198919 a/ ",
"2022",	15,"México","14.2754341346819 a/ ",
"2022",	16,"Michoacán de Ocampo","12.1751400418797 b/ ",
"2022",	17,"Morelos","19.7754380248322 a/ ",
"2022",	18,"Nayarit","23.0669689763867 a/ ",
"2022",	19,"Nuevo León","23.8762891728145 a/ ",
"2022",	20,"Oaxaca","7.48836522124548 b/ ",
"2022",	21,"Puebla","9.87322304932988 b/ ",
"2022",	22,"Querétaro","22.9158510649554 a/ ",
"2022",	23,"Quintana Roo","22.2398106596176 a/ ",
"2022",	24,"San Luis Potosí","22.2397571295882 a/ ",
"2022",	25,"Sinaloa","30.507220208559 a/ ",
"2022",	26,"Sonora","41.5754003696822 a/ ",
"2022",	27,"Tabasco","9.93478873969023 a/ ",
"2022",	28,"Tamaulipas","37.3635337415723 a/ ",
"2022",	29,"Tlaxcala","9.25506937033084 a/ ",
"2022",	30,"Veracruz de Ignacio de la Llave","13.135700917304 a/ ",
"2022",	31,"Yucatán","16.0721532776556 a/ ",
"2022",	32,"Zacatecas","17.3325830050647 a/ ",
"2020",	00,"Estados Unidos Mexicanos","NA",
"2020",	01,"Aguascalientes","24.1992 a/ ",
"2020",	02,"Baja California","30.39059 a/ ",
"2020",	03,"Baja California Sur","33.15486 a/ ",
"2020",	04,"Campeche","19.06019 a/ ",
"2020",	05,"Coahuila de Zaragoza","25.35962 a/ ",
"2020",	06,"Colima","26.11465 a/ ",
"2020",	07,"Chiapas","5.916961 b/ ",
"2020",	08,"Chihuahua","36.82951 a/ ",
"2020",	09,"Ciudad de México","33.50435 a/ ",
"2020",	10,"Durango","17.26702 a/ ",
"2020",	11,"Guanajuato","18.77924 a/ ",
"2020",	12,"Guerrero","10.54759 a/ ",
"2020",	13,"Hidalgo","10.03111 a/ ",
"2020",	14,"Jalisco","18.51563 a/ ",
"2020",	15,"México","13.0985 a/ ",
"2020",	16,"Michoacán de Ocampo","10.77155 a/ ",
"2020",	17,"Morelos","17.4797 a/ ",
"2020",	18,"Nayarit","24.84982 a/ ",
"2020",	19,"Nuevo León","16.293 a/ ",
"2020",	20,"Oaxaca","10.72864 b/ ",
"2020",	21,"Puebla","11.68087 a/ ",
"2020",	22,"Querétaro","19.12898 a/ ",
"2020",	23,"Quintana Roo","21.39042 a/ ",
"2020",	24,"San Luis Potosí","19.0343 a/ ",
"2020",	25,"Sinaloa","30.17745 a/ ",
"2020",	26,"Sonora","36.43732 a/ ",
"2020",	27,"Tabasco","8.176065 b/ ",
"2020",	28,"Tamaulipas","31.9919 a/ ",
"2020",	29,"Tlaxcala","10.74018 a/ ",
"2020",	30,"Veracruz de Ignacio de la Llave","9.950949 b/ ",
"2020",	31,"Yucatán","18.64688 a/ ",
"2020",	32,"Zacatecas","19.52163 a/ ",
"2018",	00,"Estados Unidos Mexicanos","NA",
"2018",	01,"Aguascalientes","22.73193 a/ ",
"2018",	02,"Baja California","24.19032 a/ ",
"2018",	03,"Baja California Sur","31.71543 a/ ",
"2018",	04,"Campeche","13.43467 a/ ",
"2018",	05,"Coahuila de Zaragoza","28.52559 a/ ",
"2018",	06,"Colima","26.21252 a/ ",
"2018",	07,"Chiapas","5.024081 b/ ",
"2018",	08,"Chihuahua","30.73497 a/ ",
"2018",	09,"Ciudad de México","18.44205 a/ ",
"2018",	10,"Durango","19.06131 a/ ",
"2018",	11,"Guanajuato","20.84262 a/ ",
"2018",	12,"Guerrero","9.137383 b/ ",
"2018",	13,"Hidalgo","9.808945 b/ ",
"2018",	14,"Jalisco","18.70335 a/ ",
"2018",	15,"México","10.00477 a/ ",
"2018",	16,"Michoacán de Ocampo","8.877494 a/ ",
"2018",	17,"Morelos","15.10602 a/ ",
"2018",	18,"Nayarit","22.04342 a/ ",
"2018",	19,"Nuevo León","14.78083 a/ ",
"2018",	20,"Oaxaca","14.89302 b/ ",
"2018",	21,"Puebla","9.807012 a/ ",
"2018",	22,"Querétaro","16.62092 a/ ",
"2018",	23,"Quintana Roo","19.07601 a/ ",
"2018",	24,"San Luis Potosí","19.71139 a/ ",
"2018",	25,"Sinaloa","28.23603 a/ ",
"2018",	26,"Sonora","36.82845 a/ ",
"2018",	27,"Tabasco","10.05521 b/ ",
"2018",	28,"Tamaulipas","35.16575 a/ ",
"2018",	29,"Tlaxcala","11.51389 a/ ",
"2018",	30,"Veracruz de Ignacio de la Llave","10.051 b/ ",
"2018",	31,"Yucatán","17.29393 a/ ",
"2018",	32,"Zacatecas","14.70942 a/ ",
"2016",	00,"Estados Unidos Mexicanos","NA",
"2016",	01,"Aguascalientes","26.1593 a/ ",
"2016",	02,"Baja California","19.17424 a/ ",
"2016",	03,"Baja California Sur","20.49667 a/ ",
"2016",	04,"Campeche","12.29074 a/ ",
"2016",	05,"Coahuila de Zaragoza","23.42489 a/ ",
"2016",	06,"Colima","24.39262 a/ ",
"2016",	07,"Chiapas","6.27811 b/ ",
"2016",	08,"Chihuahua","25.83273 a/ ",
"2016",	09,"Ciudad de México","24.8829 a/ ",
"2016",	10,"Durango","18.72469 a/ ",
"2016",	11,"Guanajuato","13.33395 a/ ",
"2016",	12,"Guerrero","7.660392 b/ ",
"2016",	13,"Hidalgo","7.518177 b/ ",
"2016",	14,"Jalisco","17.3283 a/ ",
"2016",	15,"México","11.92205 a/ ",
"2016",	16,"Michoacán de Ocampo","9.517223 b/ ",
"2016",	17,"Morelos","15.28979 a/ ",
"2016",	18,"Nayarit","17.80296 a/ ",
"2016",	19,"Nuevo León","17.12194 a/ ",
"2016",	20,"Oaxaca","6.514361 b/ ",
"2016",	21,"Puebla","6.649469 b/ ",
"2016",	22,"Querétaro","12.12846 a/ ",
"2016",	23,"Quintana Roo","16.86619 a/ ",
"2016",	24,"San Luis Potosí","18.40401 a/ ",
"2016",	25,"Sinaloa","19.52419 a/ ",
"2016",	26,"Sonora","27.74688 a/ ",
"2016",	27,"Tabasco","6.279498 b/ ",
"2016",	28,"Tamaulipas","33.62901 a/ ",
"2016",	29,"Tlaxcala","9.279241 a/ ",
"2016",	30,"Veracruz de Ignacio de la Llave","11.42961 a/ ",
"2016",	31,"Yucatán","13.65377 a/ ",
"2016",	32,"Zacatecas","12.559 a/ ",
