"Serie","Periodo","Ámbito|Total","Ámbito|Urbano","Ámbito|Rural",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2020","5.86071423375204","2.46226047915557","11.5084882321595",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2018","5.69459674371915","1.63592739956945","11.9991992801768",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2016","5.80182102834475","1.66200270666001","12.6825664699589",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2014","6.44992817392299","1.57097200068179","14.5501367463529",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2012","6.5437330986196","1.60497469779623","14.7485220926687",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2010","7.93632548539157","2.23253813397733","17.4290376848955",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2008","7.88517539010122","1.94567392720975","17.7697330454633",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2006","6.63677998339761","1.29705362635266","15.5142057210327",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2005","9.36470619386236","1.76487198204804","22.246235658545",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2004","8.52633661851609","2.42583454722463","18.7028388620614",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2002","8.61427155524919","1.54317996801378","20.0647714072703",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","2000","12.5789102224617","2.14230228968931","28.9406671656522",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","1998","17.5332771796285","4.73518755410903","37.451317023564",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","1996","18.2900127880672","6.52835266621582","36.5675010816463",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","1994","12.4881183720923","2.49239517285124","27.5348791908681",
"Proporción_de_la_población_que_vive_por_debajo_del_umbral_internacional_de_la_pobreza_(1.90_dólares_diarios),_desglosada_por_sexo,_edad,_situación_laboral_y_ubicación_geográfica_(urbano_y_rural)","1992","10.5817702294042","2.76077985758968","22.39886282896",
