"Periodo","cvegeo","Entidad_federativa","Población_de_65_años_o_más_que_recibe_una_jubilación_o_pensión_igual_o_mayor_al_valor_promedio_de_la_línea_de_pobreza_por_ingresos",
"2022",	00,"Estados Unidos Mexicanos","NA",
"2022",	01,"Aguascalientes","44.882 a/ ",
"2022",	02,"Baja California","114.618 a/ ",
"2022",	03,"Baja California Sur","26.223 a/ ",
"2022",	04,"Campeche","20.981 a/ ",
"2022",	05,"Coahuila de Zaragoza","126.717 a/ ",
"2022",	06,"Colima","28.162 a/ ",
"2022",	07,"Chiapas","50.806 a/ ",
"2022",	08,"Chihuahua","133.758 a/ ",
"2022",	09,"Ciudad de México","559.637 a/ ",
"2022",	10,"Durango","59.386 a/ ",
"2022",	11,"Guanajuato","123.718 a/ ",
"2022",	12,"Guerrero","54.596 a/ ",
"2022",	13,"Hidalgo","64.263 a/ ",
"2022",	14,"Jalisco","275.959 a/ ",
"2022",	15,"México","458.266 a/ ",
"2022",	16,"Michoacán de Ocampo","106.097 a/ ",
"2022",	17,"Morelos","64.164 a/ ",
"2022",	18,"Nayarit","41.719 a/ ",
"2022",	19,"Nuevo León","301.537 a/ ",
"2022",	20,"Oaxaca","49.757 a/ ",
"2022",	21,"Puebla","93.853 a/ ",
"2022",	22,"Querétaro","60.983 a/ ",
"2022",	23,"Quintana Roo","37.383 a/ ",
"2022",	24,"San Luis Potosí","86.45 a/ ",
"2022",	25,"Sinaloa","132.47 a/ ",
"2022",	26,"Sonora","125.62 a/ ",
"2022",	27,"Tabasco","38.9 a/ ",
"2022",	28,"Tamaulipas","132.468 a/ ",
"2022",	29,"Tlaxcala","25.182 a/ ",
"2022",	30,"Veracruz de Ignacio de la Llave","193.246 a/ ",
"2022",	31,"Yucatán","89.358 a/ ",
"2022",	32,"Zacatecas","33.139 a/ ",
"2020",	00,"Estados Unidos Mexicanos","NA",
"2020",	01,"Aguascalientes","33.604 a/ ",
"2020",	02,"Baja California","102.792 a/ ",
"2020",	03,"Baja California Sur","19.565 a/ ",
"2020",	04,"Campeche","17.201 a/ ",
"2020",	05,"Coahuila de Zaragoza","107.326 a/ ",
"2020",	06,"Colima","22.865 a/ ",
"2020",	07,"Chiapas","43.062 a/ ",
"2020",	08,"Chihuahua","97.308 a/ ",
"2020",	09,"Ciudad de México","485.057 a/ ",
"2020",	10,"Durango","48.369 a/ ",
"2020",	11,"Guanajuato","111.121 a/ ",
"2020",	12,"Guerrero","39.644 a/ ",
"2020",	13,"Hidalgo","53.426 a/ ",
"2020",	14,"Jalisco","253.028 a/ ",
"2020",	15,"México","377.235 a/ ",
"2020",	16,"Michoacán de Ocampo","70.517 a/ ",
"2020",	17,"Morelos","49.244 a/ ",
"2020",	18,"Nayarit","37.669 a/ ",
"2020",	19,"Nuevo León","262.373 a/ ",
