"Periodo","cvegeo","Entidad_federativa","Porcentaje_de_población_de_65_años_o_más_que_recibe_jubilación_o_pensión_(contributiva_o_no_contributiva)_por_un_monto_igual_o_mayor_al_valor_promedio_de_la_línea_de_pobreza_por_ingresos,_por_desglose_geográfico",
"2022",	00,"Estados Unidos Mexicanos","NA",
"2022",	01,"Aguascalientes","43.8827888968194 a/ ",
"2022",	02,"Baja California","49.4956212322733 a/ ",
"2022",	03,"Baja California Sur","47.1534920520751 a/ ",
"2022",	04,"Campeche","30.3566519568835 a/ ",
"2022",	05,"Coahuila de Zaragoza","53.5980306317967 a/ ",
"2022",	06,"Colima","45.7859140274436 a/ ",
"2022",	07,"Chiapas","13.1517161221516 a/ ",
"2022",	08,"Chihuahua","46.5424911879021 a/ ",
"2022",	09,"Ciudad de México","49.7696217278593 a/ ",
"2022",	10,"Durango","42.2995284698776 a/ ",
"2022",	11,"Guanajuato","27.4402036977891 a/ ",
"2022",	12,"Guerrero","17.3560865197543 a/ ",
"2022",	13,"Hidalgo","23.411525976983 a/ ",
"2022",	14,"Jalisco","38.6280795072788 a/ ",
"2022",	15,"México","36.447928406281 a/ ",
"2022",	16,"Michoacán de Ocampo","24.2429851019102 a/ ",
"2022",	17,"Morelos","34.7606561639977 a/ ",
"2022",	18,"Nayarit","35.4476090133569 a/ ",
"2022",	19,"Nuevo León","57.0039094401258 a/ ",
"2022",	20,"Oaxaca","12.5969002060791 a/ ",
"2022",	21,"Puebla","20.699367018813 a/ ",
"2022",	22,"Querétaro","35.2252444793586 a/ ",
"2022",	23,"Quintana Roo","33.8893471974182 a/ ",
"2022",	24,"San Luis Potosí","34.2261021042421 a/ ",
"2022",	25,"Sinaloa","45.0045524345333 a/ ",
"2022",	26,"Sonora","47.3416042329319 a/ ",
"2022",	27,"Tabasco","22.6298306544035 a/ ",
"2022",	28,"Tamaulipas","42.4417766414518 a/ ",
"2022",	29,"Tlaxcala","25.5982271738467 a/ ",
"2022",	30,"Veracruz de Ignacio de la Llave","23.6160927603109 a/ ",
"2022",	31,"Yucatán","40.9127745397439 a/ ",
"2022",	32,"Zacatecas","23.9627171099252 a/ ",
"2020",	00,"Estados Unidos Mexicanos","NA",
"2020",	01,"Aguascalientes","39.09033 a/ ",
"2020",	02,"Baja California","49.25253 a/ ",
"2020",	03,"Baja California Sur","44.26771 a/ ",
"2020",	04,"Campeche","30.85215 a/ ",
"2020",	05,"Coahuila de Zaragoza","48.47628 a/ ",
"2020",	06,"Colima","39.21821 a/ ",
"2020",	07,"Chiapas","13.513 a/ ",
"2020",	08,"Chihuahua","42.21221 a/ ",
"2020",	09,"Ciudad de México","53.53883 a/ ",
"2020",	10,"Durango","35.73624 a/ ",
"2020",	11,"Guanajuato","28.90983 a/ ",
"2020",	12,"Guerrero","15.98993 a/ ",
"2020",	13,"Hidalgo","22.94852 a/ ",
"2020",	14,"Jalisco","43.64124 a/ ",
"2020",	15,"México","43.58589 a/ ",
"2020",	16,"Michoacán de Ocampo","20.97821 a/ ",
"2020",	17,"Morelos","30.94305 a/ ",
"2020",	18,"Nayarit","38.65033 a/ ",
"2020",	19,"Nuevo León","52.52976 a/ ",
"2020",	20,"Oaxaca","15.02225 a/ ",
"2020",	21,"Puebla","22.90668 a/ ",
"2020",	22,"Querétaro","42.81973 a/ ",
"2020",	23,"Quintana Roo","27.58233 a/ ",
"2020",	24,"San Luis Potosí","27.39411 a/ ",
"2020",	25,"Sinaloa","41.18309 a/ ",
"2020",	26,"Sonora","47.02635 a/ ",
"2020",	27,"Tabasco","26.13513 a/ ",
"2020",	28,"Tamaulipas","37.99126 a/ ",
"2020",	29,"Tlaxcala","24.60539 a/ ",
"2020",	30,"Veracruz de Ignacio de la Llave","25.19579 a/ ",
"2020",	31,"Yucatán","34.58051 a/ ",
"2020",	32,"Zacatecas","22.14785 a/ ",
