"Periodo","cvegeo","Entidad_federativa","Población_total_de_65_años_o_más_que_recibe_una__jubilación_o_pensión",
"2022",	00,"Estados Unidos Mexicanos","NA",
"2022",	01,"Aguascalientes","102.277 a/ ",
"2022",	02,"Baja California","231.572 a/ ",
"2022",	03,"Baja California Sur","55.612 a/ ",
"2022",	04,"Campeche","69.115 a/ ",
"2022",	05,"Coahuila de Zaragoza","236.421 a/ ",
"2022",	06,"Colima","61.508 a/ ",
"2022",	07,"Chiapas","386.307 a/ ",
"2022",	08,"Chihuahua","287.389 a/ ",
"2022",	09,"Ciudad de México","1,124.455 a/ ",
"2022",	10,"Durango","140.394 a/ ",
"2022",	11,"Guanajuato","450.864 a/ ",
"2022",	12,"Guerrero","314.564 a/ ",
"2022",	13,"Hidalgo","274.493 a/ ",
"2022",	14,"Jalisco","714.4 a/ ",
"2022",	15,"México","1,257.317 a/ ",
"2022",	16,"Michoacán de Ocampo","437.64 a/ ",
"2022",	17,"Morelos","184.588 a/ ",
"2022",	18,"Nayarit","117.692 a/ ",
"2022",	19,"Nuevo León","528.976 a/ ",
"2022",	20,"Oaxaca","394.994 a/ ",
"2022",	21,"Puebla","453.41 a/ ",
"2022",	22,"Querétaro","173.123 a/ ",
"2022",	23,"Quintana Roo","110.309 a/ ",
"2022",	24,"San Luis Potosí","252.585 a/ ",
"2022",	25,"Sinaloa","294.348 a/ ",
"2022",	26,"Sonora","265.348 a/ ",
"2022",	27,"Tabasco","171.897 a/ ",
"2022",	28,"Tamaulipas","312.117 a/ ",
"2022",	29,"Tlaxcala","98.374 a/ ",
"2022",	30,"Veracruz de Ignacio de la Llave","818.281 a/ ",
"2022",	31,"Yucatán","218.411 a/ ",
"2022",	32,"Zacatecas","138.294 a/ ",
"2020",	00,"Estados Unidos Mexicanos","NA",
"2020",	01,"Aguascalientes","85.965 a/ ",
"2020",	02,"Baja California","208.704 a/ ",
"2020",	03,"Baja California Sur","44.197 a/ ",
"2020",	04,"Campeche","55.753 a/ ",
"2020",	05,"Coahuila de Zaragoza","221.399 a/ ",
"2020",	06,"Colima","58.302 a/ ",
"2020",	07,"Chiapas","318.671 a/ ",
"2020",	08,"Chihuahua","230.521 a/ ",
"2020",	09,"Ciudad de México","905.991 a/ ",
"2020",	10,"Durango","135.35 a/ ",
